词牌名,作者,韵律,中,平,仄,总数,分段字数
风流子 ,周邦彦,平平平仄仄，平平仄、仄仄仄平平。仄仄平仄仄，仄平平仄，仄平平仄，平仄平平。仄平仄、仄平平仄仄，平仄仄平平。平仄仄平，仄平平仄，仄平平仄，平仄平平。平平平平仄，平平仄、平仄仄仄平平。平仄仄平平仄，平仄平平。仄仄仄平平，平平平仄，仄平平仄，仄仄平平。平仄仄平仄仄，平仄平平。,0,59,51,110,"[5, 3, 5, 5, 4, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 3, 6, 6, 4, 5, 4, 4, 4, 6, 4]"
风流子 ,张耒,平平仄仄仄，平平仄、仄仄仄平平。仄平仄仄平，仄平平仄，仄平平仄，平仄平平。仄平仄、仄平平仄仄，平仄仄平平。平仄仄平，仄平平仄，仄平平仄，平仄平平。仄平平平仄，平平仄仄仄，仄仄平平。平仄仄平平仄，平仄平平。仄平平仄仄，平平仄仄，仄平仄仄，平仄平平。平仄仄平平仄，平仄平平。,0,57,53,110,"[5, 3, 5, 5, 4, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 5, 4, 6, 4, 5, 4, 4, 4, 6, 4]"
风流子 ,王之道,平平平仄仄，平平仄、平仄仄平平。仄仄仄平平，仄平平仄，仄平平仄，平仄平平。平仄仄、仄平平仄仄，平仄仄平平。仄仄仄平平，仄平仄仄，仄平仄仄，平仄平平。平平平平仄，仄平平平仄，仄仄平平。平仄仄平平仄，平仄平平。仄平平平仄，平平仄仄，平平仄仄，平仄平平。平仄仄平平仄，平仄平平。,0,61,50,111,"[5, 3, 5, 5, 4, 4, 4, 3, 5, 5, 5, 4, 4, 4, 5, 5, 4, 6, 4, 5, 4, 4, 4, 6, 4]"
风流子 ,王千秋,仄仄仄平仄，平平仄、平仄仄平平。仄平平平仄，仄平平仄，仄平平仄，仄仄平平。仄平平、仄平平仄仄，仄仄仄平平。仄仄仄平，平平平仄，仄平平仄，仄仄平平。平平平仄仄，平平仄，平仄仄，仄平平。仄仄平平平仄，平仄平平。仄平平仄仄，仄平平仄，仄平平仄，平仄平平。平仄仄平平仄，平仄平平。,0,58,52,110,"[5, 3, 5, 5, 4, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 3, 3, 3, 6, 4, 5, 4, 4, 4, 6, 4]"
风流子 ,周邦彦,平仄仄平平。平平仄、仄仄仄平平。仄平仄仄平，仄平平仄，仄平平仄，平仄平平。仄仄仄平平仄仄，仄仄仄平平。仄仄仄平，仄平平仄，仄平平仄，平仄平平。平平平平仄，平平仄、平仄仄仄平平。仄仄仄平，平平仄仄平平。仄仄平仄仄，平平仄仄，仄平平仄，平仄平平。平仄平平，仄平平仄平平。,0,57,52,109,"[5, 3, 5, 5, 4, 4, 4, 7, 5, 4, 4, 4, 4, 5, 3, 6, 4, 6, 5, 4, 4, 4, 4, 6]"
风流子 ,吴文英,平仄仄平平。平平仄、仄仄仄平平。仄平仄仄平，仄平平仄，仄平仄仄，仄仄平平。仄仄仄平平仄仄，平仄仄平平。平仄仄平，仄平平仄，仄平平仄，平仄平平。平平平平仄，平平仄、平仄仄仄平平。仄仄仄平平仄，平仄平平。仄仄仄平平，平平平仄，仄平平仄，平仄平平。平仄仄平平仄，平仄平平。,0,58,51,109,"[5, 3, 5, 5, 4, 4, 4, 7, 5, 4, 4, 4, 4, 5, 3, 6, 6, 4, 5, 4, 4, 4, 6, 4]"
风流子 ,贺铸,平仄仄平平。平平仄、仄仄仄平平。仄仄仄平，仄平平仄，平平平仄，仄仄平平。仄平仄、仄平平仄仄，仄仄仄平平。平仄仄平，仄平平仄，仄平仄仄，仄仄平平。平仄仄平平。平平仄平仄，仄仄平平。平仄仄平平仄，平仄平平。仄仄平平，平平仄仄，仄平平仄，仄仄平平。仄仄仄平平仄，平仄平平。,0,54,54,108,"[5, 3, 5, 4, 4, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 5, 4, 6, 4, 4, 4, 4, 4, 6, 4]"
风流子 ,吴激,平仄仄平平。平平仄、仄仄仄平平。仄平仄仄平，仄平平仄，仄平平仄，平仄平平。仄平仄、仄平平仄仄，平仄仄平平。仄仄仄平，仄平平仄，仄平平仄，平仄平平。平仄仄平平。平平仄平仄，仄仄仄平平。仄仄仄平平仄，仄仄平平。仄仄仄平平，平平仄仄，仄平平仄，平仄平平。仄仄仄平平仄，平仄平平。,0,56,55,111,"[5, 3, 5, 5, 4, 4, 4, 3, 5, 5, 4, 4, 4, 4, 5, 5, 5, 6, 4, 5, 4, 4, 4, 6, 4]"
归自谣 ,欧阳修,平仄仄。平仄仄平平仄仄。仄平平仄平平仄。平平仄仄平仄仄。平平仄。仄平仄仄平平仄。,0,16,18,34,"[3, 7, 7, 7, 3, 7]"
饮马歌 ,曹勛,平平平仄仄。仄仄平平仄。仄平平平仄。仄平平平仄。仄平平，仄仄平，仄仄平平仄。仄平仄。,0,17,17,34,"[5, 5, 5, 5, 3, 3, 5, 3]"
定西番 ,温庭筠,仄仄仄平平仄。平仄仄，仄平平。仄平平。平仄仄平平仄。仄平平仄平。平仄仄平平仄。仄平平。,0,18,17,35,"[6, 3, 3, 3, 6, 5, 6, 3]"
定西番 ,温庭筠,仄仄仄平平仄。平仄仄，仄平平。仄平平。平仄仄平平仄。仄平平仄平。平仄仄平平仄，仄平平。,0,18,17,35,"[6, 3, 3, 3, 6, 5, 6, 3]"
定西番 ,韦庄,平仄平平平仄，平仄仄，仄平平。仄平平。平仄平平平仄。平平仄仄平。仄仄平平平仄。仄平平。,0,21,14,35,"[6, 3, 3, 3, 6, 5, 6, 3]"
定西番 ,孙光宪,平仄平平平仄，平仄仄，仄平平。仄平平。仄仄平平仄仄，平平仄仄平。仄仄平平平仄，仄平平。,0,19,16,35,"[6, 3, 3, 3, 6, 5, 6, 3]"
定西番 ,张先,仄仄仄平平仄，平仄仄，仄平平。平仄仄平平仄，仄平平。平仄仄平平仄，仄平平仄平。仄仄平平平仄，仄平平。,0,21,20,41,"[6, 3, 3, 6, 3, 6, 5, 6, 3]"
江城子 ,韦庄,仄平平仄仄平平。仄平平。仄平平。仄平平仄、平仄仄平平。仄仄仄平平仄仄，平仄仄，仄平平。,0,18,17,35,"[7, 3, 3, 4, 5, 7, 3, 3]"
江城子 ,欧阳炯,仄仄平平仄仄平。仄平平。仄平平。仄仄平平、仄仄仄平平。平仄平平平仄仄，平平仄仄，仄平平。,0,19,17,36,"[7, 3, 3, 4, 5, 7, 4, 3]"
江城子 ,牛峤,仄仄平平仄仄平。平平平仄平。仄平平。仄仄平平、平仄仄平平。仄仄平平平仄仄，平仄仄，仄平平。,0,20,17,37,"[7, 5, 3, 4, 5, 7, 3, 3]"
江城子 ,尹鹗,平平仄，仄平平。平平仄仄平。仄平平。仄仄平平、仄仄仄平平。仄仄平平平仄仄，平仄仄，仄平平。,0,19,17,36,"[3, 3, 5, 3, 4, 5, 7, 3, 3]"
江城子 ,苏轼,仄平平仄仄平平。仄平平。仄平平。仄仄平平、平仄仄平平。平仄平平平仄仄，平仄仄，仄平平。仄平平仄仄平平。仄平平。仄平平。平仄平平、平仄仄平平。仄仄仄平平仄仄，平仄仄，仄平平。,0,39,31,70,"[7, 3, 3, 4, 5, 7, 3, 3, 7, 3, 3, 4, 5, 7, 3, 3]"
望江怨 ,牛峤,平平仄。仄仄平平仄平仄。平平平仄仄。仄平平仄平平仄。仄平仄。仄仄仄平平，仄平平仄仄。,0,17,18,35,"[3, 7, 5, 7, 3, 5, 5]"
长相思 ,白居易,仄仄平。仄仄平。平仄平平仄仄平。平平仄仄平。仄平平。仄平平。仄仄平平平仄平。仄平平仄平。,0,20,16,36,"[3, 3, 7, 5, 3, 3, 7, 5]"
长相思 ,白居易,平仄平。仄仄平。平仄平平平仄平。平平平仄平。平平平，平平平。仄仄平平平仄平。平平仄仄平。,0,25,11,36,"[3, 3, 7, 5, 3, 3, 7, 5]"
长相思 ,晏几道,平平平。平平平。仄仄平平仄仄平。平平平仄平。平平平。平平平。仄仄平平仄仄平。仄平平仄平。,0,25,11,36,"[3, 3, 7, 5, 3, 3, 7, 5]"
长相思 ,欧阳修,平仄平。仄仄平。平仄平平平仄平。平平仄仄平。平平平。仄平平。平仄平平仄仄平。平平平仄平。,0,24,12,36,"[3, 3, 7, 5, 3, 3, 7, 5]"
长相思 ,刘光祖,仄平平。仄平平。仄仄平平平仄平。平平平仄平。仄平平，仄平平。仄仄平平平仄平。平平平仄平。,0,24,12,36,"[3, 3, 7, 5, 3, 3, 7, 5]"
思帝乡 ,温庭筠,平平。仄平平仄平。平仄仄平平仄，仄平平。平仄仄平平仄，仄平平仄平。平仄仄平平仄、仄平平。,0,21,15,36,"[2, 5, 6, 3, 6, 5, 6, 3]"
思帝乡 ,韦庄,平仄平。仄平平仄平。仄仄平平平仄，仄平平。仄仄平平仄仄，仄平平。仄仄平平仄、仄平平。,0,18,16,34,"[3, 5, 6, 3, 6, 3, 5, 3]"
思帝乡 ,韦庄,平仄仄，仄平平。仄仄平平平仄，仄平平。仄仄平平仄仄，仄平平。仄仄平平平仄、仄平平。,0,17,16,33,"[3, 3, 6, 3, 6, 3, 6, 3]"
相见欢 ,薛昭蕴,平平仄仄平平。仄平平。仄仄平平平仄、仄平平。仄平仄。平平仄。仄平平。仄仄平平平仄、仄平平。,0,21,15,36,"[6, 3, 6, 3, 3, 3, 3, 6, 3]"
相见欢 ,杨无咎,仄平仄仄平平。仄平平。仄仄平平仄仄、仄平平。平平仄。平仄仄。仄平平。平仄仄平平仄、仄平平。,0,19,17,36,"[6, 3, 6, 3, 3, 3, 3, 6, 3]"
相见欢 ,蔡伸,平平平仄平平。仄平平。仄仄平平平仄、仄平平。平仄仄，平仄仄，仄平平。平仄仄平平仄、仄平平。,0,21,15,36,"[6, 3, 6, 3, 3, 3, 3, 6, 3]"
相见欢 ,张镃,仄平平仄平平。仄平平。仄仄平平平仄、仄平平。平仄平平平仄，仄平平。平仄平平仄仄、仄平平。,0,22,14,36,"[6, 3, 6, 3, 6, 3, 6, 3]"
相见欢 ,吴文英,平平平仄平平。仄平平。平仄平平仄仄、仄平平。仄仄仄，仄平平。仄平平。平仄仄平平仄、仄平平。,0,21,15,36,"[6, 3, 6, 3, 3, 3, 3, 6, 3]"
河满子 ,和凝,仄仄平平平仄，平平平仄平平。仄仄平平平仄，平平平仄平平。仄仄平平仄仄，仄平平仄平平。,0,22,14,36,"[6, 6, 6, 6, 6, 6]"
河满子 ,和凝,仄仄仄平平仄，平平仄仄平平。平仄平平平仄仄，仄平平仄平平。仄仄平平平仄，仄平平仄平平。,0,21,16,37,"[6, 6, 7, 6, 6, 6]"
河满子 ,尹鹗,平仄平平仄仄，平平仄仄平平。仄仄平平平仄，仄平平仄平平。仄仄平平平仄，平平仄仄平平。平仄仄平平仄，仄平平仄平平。仄仄平平平仄仄，仄平平仄平平。仄仄平平平仄，平平仄仄平平。,0,42,31,73,"[6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6]"
河满子 ,毛熙震,仄仄平平仄仄，仄平平仄平平。仄仄仄平平仄仄，仄平平仄平平。仄仄平平平仄，仄平平仄平平。平仄平平仄仄，仄平平仄平平。仄仄平平平仄仄，仄平平仄平平。平仄仄平平仄，仄平平仄平平。,0,40,34,74,"[6, 6, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6]"
河满子 ,毛滂,仄仄平平平仄。平平平仄平仄。仄平平仄仄平仄，平仄仄平平仄。平平仄平平仄，平仄平平平仄。仄仄平平仄仄。仄仄平平仄仄。平平仄仄仄平仄，仄仄仄平平仄。平仄平平仄仄，仄仄平平仄仄。,0,35,39,74,"[6, 6, 7, 6, 6, 6, 6, 6, 7, 6, 6, 6]"
风光好 ,欧良,仄平平。仄平平。平仄平平仄仄平。仄平平。平平平仄平平仄。平平仄。仄仄平平仄仄平。仄平平。,0,22,14,36,"[3, 3, 7, 3, 7, 3, 7, 3]"
误桃源 ,无名氏,仄仄仄平仄，仄仄仄平平。仄平平仄平。仄平平。仄平仄仄仄，平仄仄平平。仄仄仄平仄，仄平平。,0,15,21,36,"[5, 5, 5, 3, 5, 5, 5, 3]"
望梅花 ,和凝,平仄平平平仄。仄仄平平平仄。仄仄平平平仄仄。仄仄平平平仄。平仄仄平平仄仄。平仄平平平仄。,0,20,18,38,"[6, 6, 7, 6, 7, 6]"
望梅花 ,孙光宪,仄平平仄仄平平。仄仄仄、平平平仄，仄仄平平平仄平。平仄仄平平。平仄平平仄仄平。平仄仄平平。,0,21,17,38,"[7, 3, 4, 7, 5, 7, 5]"
望梅花 ,蒲宗孟,平平平仄。平仄平平平仄。仄平平、仄仄平仄仄。平平平仄。仄仄仄平平仄仄。仄仄平平仄仄。仄平平仄。仄仄平平平仄。仄平平、平仄平平仄。仄平平仄。仄仄平平平仄仄。仄仄仄平平仄。,0,34,36,70,"[4, 6, 3, 5, 4, 7, 6, 4, 6, 3, 5, 4, 7, 6]"
望梅花 ,蒲宗孟,仄平平仄。仄仄仄平平仄。平仄仄平平仄仄，仄仄平平平仄。平仄仄平平仄仄，仄仄平平仄仄。仄平平仄。仄仄仄平平仄。仄仄仄平平仄仄，仄仄平平仄仄。平仄平平平仄仄，仄仄平平平仄。,0,30,42,72,"[4, 6, 7, 6, 7, 6, 4, 6, 7, 6, 7, 6]"
望梅花 ,张雨,平仄平平平仄。平平仄、仄平平仄。仄仄平平，平平平仄，仄仄平平平仄。平平仄。仄仄平平，平仄仄、平平仄仄。平仄仄平平仄。仄仄仄、仄平仄仄。平仄平平，平平平仄，平仄仄平平仄。平仄仄。仄仄平平，仄仄仄、平平仄仄。,0,41,41,82,"[6, 3, 4, 4, 4, 6, 3, 4, 3, 4, 6, 3, 4, 4, 4, 6, 3, 4, 3, 4]"
醉太平 ,刘过,平平仄平。平平仄平。仄平平仄平平。仄平平仄平。平平仄平。平平仄平。仄平平仄平平。仄仄平仄平。,0,25,13,38,"[4, 4, 6, 5, 4, 4, 6, 5]"
醉太平 ,辛弃疾,仄平仄仄。平平仄仄。仄平平仄仄平仄。仄平平仄仄。平平平仄平平仄。平仄仄，平平仄。仄仄平平仄平仄。仄平平仄仄。,0,21,24,45,"[4, 4, 7, 5, 7, 3, 3, 7, 5]"
醉太平 ,无名氏,平平仄平。仄仄平平。仄平平仄仄平平。仄平平仄平。仄平平仄平平仄。仄平平仄平平仄。仄平平仄仄平平。仄平平仄平。,0,27,19,46,"[4, 4, 7, 5, 7, 7, 7, 5]"
上行杯 ,孙光宪,仄仄平平平仄，平仄仄、仄仄平平。平仄平平平仄仄。平平仄仄。仄平平，平仄仄。仄仄。平仄。平仄平平。,0,19,19,38,"[6, 3, 4, 7, 4, 3, 3, 2, 2, 4]"
上行杯 ,孙光宪,平仄平平仄仄。平仄仄、仄平平仄。仄仄平平平仄仄。平平仄仄。仄平平，平仄仄。仄仄。平仄仄。平仄平仄。,0,17,22,39,"[6, 3, 4, 7, 4, 3, 3, 2, 3, 4]"
上行杯 ,韦庄,平仄仄平平仄。仄平平、仄平平仄。仄仄平平平仄仄。平仄仄平平仄。平仄仄平平仄仄。平仄。平仄仄，仄平仄。,0,19,22,41,"[6, 3, 4, 7, 6, 7, 2, 3, 3]"
感恩多 ,牛峤,仄平平仄仄。平仄平平仄。仄平平仄平。仄平平。仄仄平平仄仄，仄平平。仄平平。仄仄平平，仄平平仄平。,0,21,18,39,"[5, 5, 5, 3, 6, 3, 3, 4, 5]"
感恩多 ,牛峤,仄平平仄仄。平仄平平仄。仄平平仄平。仄平平。仄仄平平仄平仄，仄平平。仄平平。仄仄平平，仄平平仄平。,0,22,18,40,"[5, 5, 5, 3, 7, 3, 3, 4, 5]"
长命女 ,冯延巳,平仄仄。仄仄仄平平仄仄。仄仄平平仄。仄仄平平平仄，仄仄仄平平仄。平仄平平平仄仄。仄仄平平仄。,0,16,23,39,"[3, 7, 5, 6, 6, 7, 5]"
春光好 ,和凝,平平仄，仄平平。仄平平。仄仄仄平平仄，仄平平。仄仄仄平平仄，平平仄仄平平。平仄平平平仄仄，仄平平。,0,22,18,40,"[3, 3, 3, 6, 3, 6, 6, 7, 3]"
春光好 ,和凝,平仄仄，仄平平。仄平平。平仄平平仄仄平。仄平平。平仄平平平仄，平平仄仄仄平。平仄平平平仄仄，仄平平。,0,24,17,41,"[3, 3, 3, 7, 3, 6, 6, 7, 3]"
春光好 ,欧阳炯,平平仄，仄平平。仄平平。仄仄仄平平仄仄，仄平平。仄仄平平仄仄，平平仄仄平平。平仄平平平仄仄，仄平平。,0,22,19,41,"[3, 3, 3, 7, 3, 6, 6, 7, 3]"
春光好 ,张元干,平仄仄，仄平平。仄平平。仄仄仄平平仄仄，仄平平。平仄仄仄平平。仄平仄仄平平。仄仄平平平仄仄，仄平平。,0,20,21,41,"[3, 3, 3, 7, 3, 6, 6, 7, 3]"
春光好 ,晏几道,平平仄，仄平平。仄平平。平仄仄平平仄仄，仄平平。仄仄平仄平平。平平仄、仄仄平平。仄仄平平平仄仄，仄平平。,0,23,19,42,"[3, 3, 3, 7, 3, 6, 3, 4, 7, 3]"
春光好 ,无名氏,平平仄仄平平。仄平平。仄仄平平平仄仄，仄平平。平仄仄仄平平。平平仄、仄仄平平。平仄平平平仄仄，仄平平。,0,24,18,42,"[6, 3, 7, 3, 6, 3, 4, 7, 3]"
春光好 ,蔡伸,平平仄，仄平平。仄平平。平仄平平平仄仄，仄平平。平平仄仄平平。平平仄、平仄平平。仄仄平平平仄仄，仄仄平平。,0,26,17,43,"[3, 3, 3, 7, 3, 6, 3, 4, 7, 4]"
春光好 ,无名氏,平平仄仄平平。平仄仄、平平仄平。仄仄平平平仄仄，仄仄平平。平平仄仄平平。仄平仄、平平仄平。平仄平平平仄仄，仄仄平平。,0,27,21,48,"[6, 3, 4, 7, 4, 6, 3, 4, 7, 4]"
酒泉子 ,温庭筠,平仄仄平。平仄仄平平仄。仄平平，平仄仄。平平平。仄平平仄仄平仄。仄平平仄仄。仄平平，平仄仄。仄平平。,0,21,19,40,"[4, 6, 3, 3, 3, 7, 5, 3, 3, 3]"
酒泉子 ,孙光宪,仄仄仄平，仄仄平平仄仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。仄平平仄仄。仄仄平，平仄仄。仄平平。,0,18,22,40,"[4, 6, 3, 3, 3, 7, 5, 3, 3, 3]"
酒泉子 ,温庭筠,仄仄仄平。平仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。平仄平仄仄。仄仄平，平仄仄。仄平平。,0,19,21,40,"[4, 6, 3, 3, 3, 7, 5, 3, 3, 3]"
酒泉子 ,韦庄,仄仄平平。平仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。仄仄平平平仄。仄平平，平仄仄。仄平平。,0,22,19,41,"[4, 6, 3, 3, 3, 7, 6, 3, 3, 3]"
酒泉子 ,李珣,仄仄平平。平仄仄平平仄仄。仄平平，平仄仄。仄平平。平平仄仄平平仄。仄仄仄平平仄仄。仄平平，平仄仄。仄平平。,0,21,22,43,"[4, 7, 3, 3, 3, 7, 7, 3, 3, 3]"
酒泉子 ,顾夐,平仄仄平。平仄平平平仄。仄平平，平仄仄。仄平平。仄平平仄仄平平。仄平平仄仄。仄平平，平仄仄。仄平平。,0,22,18,40,"[4, 6, 3, 3, 3, 7, 5, 3, 3, 3]"
酒泉子 ,温庭筠,平仄仄平。平仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄仄平平。平仄仄平平仄。仄平平，平仄仄。仄平平。,0,22,19,41,"[4, 6, 3, 3, 3, 7, 6, 3, 3, 3]"
酒泉子 ,张泌,平仄仄平。平仄仄平平仄仄。仄平平，平仄仄。仄平平。仄平平仄仄平平。平仄仄平平仄仄。仄平平，平仄仄。仄平平。,0,22,21,43,"[4, 7, 3, 3, 3, 7, 7, 3, 3, 3]"
酒泉子 ,顾夐,仄仄平平。仄仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。仄仄平平平仄仄。仄平平，平仄仄。仄平平。,0,21,21,42,"[4, 6, 3, 3, 3, 7, 7, 3, 3, 3]"
酒泉子 ,顾夐,仄仄平平。仄仄仄平平仄仄。平平平仄。仄平平。仄平平。平平平仄平平仄。仄仄平平平仄仄。仄平平，平仄仄。仄平平。,0,24,20,44,"[4, 7, 4, 3, 3, 7, 7, 3, 3, 3]"
酒泉子 ,冯延巳,平仄平平。仄仄平平平仄仄。平平平，平平仄。仄平平。平平平仄仄平平。仄仄仄平平仄。仄平平，平仄仄。仄平平。,0,25,17,42,"[4, 7, 3, 3, 3, 7, 6, 3, 3, 3]"
酒泉子 ,冯延巳,平仄平平。平仄仄平平仄仄。仄平平，平平仄，仄平平。平平平仄仄平平。平仄平平平仄。仄平平，平仄仄，仄平平。,0,26,16,42,"[4, 7, 3, 3, 3, 7, 6, 3, 3, 3]"
酒泉子 ,司空图,仄仄仄平，仄仄平平平仄仄。仄平平仄仄平平。仄平平。仄平仄仄仄平平。仄仄平平平仄仄。平平仄仄仄平平。仄平平。,0,22,23,45,"[4, 7, 7, 3, 7, 7, 7, 3]"
酒泉子 ,顾夐,仄仄仄平，平仄仄平平仄仄。仄平平仄仄平平。仄平平。仄平平仄仄平平。平平平仄仄。平平仄仄仄平平。仄平平。,0,23,20,43,"[4, 7, 7, 3, 7, 5, 7, 3]"
酒泉子 ,牛峤,仄仄仄平，平仄仄平平仄仄，仄平平。平仄仄，仄平平。仄平平仄仄平仄。平仄平平仄。仄平平仄仄平仄。仄平平。,0,20,22,42,"[4, 7, 3, 3, 3, 7, 5, 7, 3]"
酒泉子 ,顾夐,仄仄平平，平仄仄平平仄仄。平平仄仄。仄平平。仄平平。平平仄仄仄平平。仄平平仄仄，平平仄仄仄平平。仄平平。,0,23,20,43,"[4, 7, 4, 3, 3, 7, 5, 7, 3]"
酒泉子 ,张泌,仄仄平平，平仄仄平平仄，仄平仄仄仄平平。仄平平。平平平仄仄平平。仄仄仄平平仄，仄平仄仄仄平平。仄平平。,0,22,21,43,"[4, 6, 7, 3, 7, 6, 7, 3]"
酒泉子 ,毛文锡,仄仄平平，仄仄平平平仄仄，仄平平仄仄平平。仄平平。仄平平仄仄平平。平仄仄平平仄仄，仄平平仄仄平平。仄平平。,0,24,21,45,"[4, 7, 7, 3, 7, 7, 7, 3]"
酒泉子 ,李珣,平仄平平，平仄仄平平仄，仄平平仄仄平平。仄平平。平平仄仄仄平平。仄仄平平平仄仄，仄平平，仄平仄，仄平平。,0,24,19,43,"[4, 6, 7, 3, 7, 7, 3, 3, 3]"
酒泉子 ,冯延巳,平仄平平。平仄平平平仄仄，平仄平，平仄仄，仄平平。仄平平仄仄平平。平平平平平仄，平平平，平仄仄，仄平平。,0,27,15,42,"[4, 7, 3, 3, 3, 7, 6, 3, 3, 3]"
酒泉子 ,顾夐,仄仄平平，仄仄仄平平仄仄，仄平仄仄仄平平。仄平平。平平平仄仄平平。仄平平仄仄，仄平仄仄仄平平。仄平平。,0,21,22,43,"[4, 7, 7, 3, 7, 5, 7, 3]"
酒泉子 ,李珣,平仄平平，仄仄仄平平仄，仄平平仄仄平平。仄平平。平仄仄，仄平平。平仄仄平平仄，仄平平仄仄平平。仄平平。,0,23,19,42,"[4, 6, 7, 3, 3, 3, 6, 7, 3]"
怨回纥 ,皇甫松,仄仄仄平仄，平平仄仄平。仄平平仄仄，平仄仄平平。平仄平平仄，平平平仄平。仄平平仄仄，平仄仄平平。,0,21,19,40,"[5, 5, 5, 5, 5, 5, 5, 5]"
怨回纥 ,无名氏,平平仄仄仄平平。平平仄仄仄平平。仄仄平平平仄仄，平平仄仄仄平平。仄仄平平仄，平平仄仄仄平平。,0,21,19,40,"[7, 7, 7, 7, 5, 7]"
