词牌名,作者,韵律
瑞鹤仙 ,洪瑹,仄平平平仄，仄平平平，平平仄仄。平平仄平仄。仄平平仄仄，平平仄仄。平平仄仄。仄仄仄、平平仄仄。仄平平、仄平仄仄，仄平平仄平仄。平仄。平平仄仄，平仄平平，平平仄仄。平平仄仄。平平仄，平平仄。仄平平仄仄，平平平仄，仄仄平平仄仄。仄平平、平仄平平，仄平仄仄。
瑞鹤仙 ,白朴,仄平平仄仄。仄仄仄平平，平平平仄。平平仄平仄。仄平平仄仄，仄平平仄。平平仄仄，仄平平平仄仄。仄平平、仄仄平平，平仄仄平平仄。平仄。平平仄仄，仄仄平平，仄平平仄。平平仄仄。仄平仄，仄平仄。平平仄仄，平平平仄，仄仄平平仄仄。仄平平、仄仄平平，仄平仄仄。
瑞鹤仙 ,张肎,平平平仄。平平仄平平，仄仄平仄。平平仄仄，仄平平仄，仄平平仄，平平仄仄。仄仄平平仄仄。仄平平，平仄仄，平仄仄平仄。仄仄平平，平平平仄，仄平平仄。平平仄仄，仄平仄、平平平仄。平平仄仄，平平仄、仄仄平仄。仄平平仄仄，平仄仄仄仄。
瑞鹤仙 ,蒋捷,仄平平仄。仄。仄平平仄平，仄平平。仄。平平仄平。仄。仄平平，仄仄平平平。仄。平平仄。仄。仄平平、平平仄。仄。仄仄平、仄仄平平，仄仄仄平平。仄。平。仄。平平仄仄，仄仄平平，仄平平。仄。平平仄。仄。平平仄仄平。仄。仄平平仄仄，平平仄仄，仄仄平平仄。仄。仄平平、仄仄平平，仄平仄。仄。
瑞鹤仙 ,方岳,仄平平仄仄。仄平平、平仄仄仄。平平仄平仄。仄平平平仄，仄平平仄。平平仄仄。仄平平、平平仄仄。仄平平，仄仄平平，平仄平平平仄。平仄。平平仄仄，平仄平平，仄平平仄。仄平平仄。仄仄平平平仄。仄平平、平仄仄平仄仄，平仄平平仄仄。仄平平、平仄平平，平平仄仄。
齐天乐 ,周邦彦,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄仄，平仄平仄。仄仄平平，平平仄仄，平仄平平仄仄。平平仄仄。仄仄平平平，仄平平仄。仄仄平平，仄平平仄仄。
齐天乐 ,周邦彦,平平仄仄平平仄。平仄仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄仄，仄平平仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄。
齐天乐 ,吴文英,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄。仄平平仄仄，平仄平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄。
齐天乐 ,陆游,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄。仄平平仄，仄仄仄平平仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄。
齐天乐 ,姜夔,仄平平仄平平仄。平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平仄仄仄平仄。平平仄平仄仄。仄平平仄仄，平仄平仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄。
齐天乐 ,吕渭老,平平平仄平平仄，平仄仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平平仄，仄仄平、平平平仄，仄平平仄。仄仄平平，平平仄仄，平仄平平仄仄。平平仄仄。仄仄仄平平，仄平平仄。平仄平平，仄平平仄仄。
齐天乐 ,吴文英,平平平仄平平仄，平平仄平仄仄。仄仄平平，平平仄仄，仄仄平平平仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄，仄仄仄平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄。
齐天乐 ,方千里,仄平平仄平平仄，平平仄平平仄。仄仄平平，平平仄仄，平仄平平平仄。平平仄仄。仄平仄平平，仄平平仄。仄仄平平，仄平平仄仄平仄。平平平仄仄仄，仄平平仄仄，平平仄仄平仄。仄仄平平，平平仄仄，仄仄平平仄仄。平平仄仄。仄仄仄平平，仄平平仄。仄仄平平，仄平平仄仄。
昼锦堂 ,周邦彦,仄仄平平，平平仄仄，仄仄平仄平平。仄仄仄平平仄，仄仄平平。平平平平平仄仄，仄平平仄仄平平。平平仄，仄仄仄平，平平仄仄平平。平平。仄仄仄，平仄仄，平平平仄平平。仄仄平平仄仄，仄仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平平仄，仄仄平平。
昼锦堂 ,蒋捷,仄仄平平，平平仄仄，仄仄平仄平平。仄仄仄平平仄，仄仄平平。仄平平平平仄仄，仄平仄仄仄平平。平平仄，仄仄仄平，平平仄仄平平。平仄。平仄仄，平仄仄。平平平仄平平。仄仄平平平仄，仄仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平平仄，仄仄平平。
昼锦堂 ,宋自逊,平仄平平，平平仄仄，平仄平仄平平。仄仄仄平平仄，仄仄平平。平平仄仄平平仄，平平仄仄仄平平。平平仄，仄仄平平，平平仄仄平平。平平。平仄仄，仄仄仄平平，仄仄平平。仄仄平平仄仄，仄仄平平。平平仄仄平平仄，平平平仄仄平平。平平仄，平仄平平仄仄，平仄平平。
昼锦堂 ,孙惟信,仄仄平平，平平仄仄，仄平平仄平平。仄仄平平，平仄仄、仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平，平平仄仄平平。平平。平仄仄，平仄仄，平平仄仄平平。仄仄平平，平仄仄仄平平。仄平平仄平平仄，仄平平仄仄平平。平平仄，平仄仄平，平仄仄仄平平。
昼锦堂 ,陈允平,仄仄平平，平平仄仄，平平仄仄平仄。仄仄平平，平仄仄平平仄。仄平平仄平仄仄，仄平平仄平平仄。平平仄。平仄仄平，平仄仄平平仄。平仄。平仄仄。平仄仄平平，平仄平仄。仄仄平平，平仄仄平平仄。仄仄平平平仄仄，仄平平仄平平仄。平平仄。仄仄仄平平仄，仄平平仄。
氐州第一 ,周邦彦,平仄平平，平仄仄仄，平平仄仄平仄。仄仄平平，平平仄仄，平仄平平仄仄。平仄平平，仄仄仄、平平平仄。仄仄平平，平平仄仄，仄平平仄。仄仄平平平仄仄。仄平仄、仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。仄平平、平仄仄，平平仄、平平仄仄。仄仄平平，仄平平、平平仄仄。
氐州第一 ,陈允平,平仄平平，平平仄仄，平平仄仄平仄。仄仄平平，平平平仄，平仄平平仄仄。平仄平平仄，仄仄仄平平仄。仄仄平平，仄平平仄，仄平平仄。仄仄平平平仄仄。平平仄、仄平平仄。仄仄平平，平平仄仄，仄仄平平仄。仄平平、平仄仄。平平仄、平平仄仄。仄仄平平，仄平平、平平仄仄。
花发状元红慢 ,刘几,平平仄仄，仄仄平平，仄平仄平仄。平平仄仄。仄平仄，仄仄平平平仄。仄仄平仄平，平仄仄平平平仄。仄平平，仄仄平平仄，仄仄平仄。仄仄平平平仄，仄仄平平，仄平平仄。仄仄平平，仄仄仄。仄平仄、仄仄平仄。仄平平仄仄，平仄仄平平平仄。仄平平，仄仄仄仄平，平仄平仄。
恋芳春慢 ,万俟咏,平仄平平，仄平仄仄，仄平平仄平平。仄仄平平，仄仄仄仄平平。仄仄平平仄仄，仄仄仄、仄仄平平。平仄仄、仄仄平平，仄仄平仄平平。平平仄仄，仄平仄仄，平平仄仄，平仄平平。仄仄平平，仄仄仄仄平平。仄仄平平仄仄，仄平仄、平仄平平。平平仄、平仄平平仄平，平仄平平。
瑶华 ,周密,平平仄仄。平仄平平，仄平平平仄。平平平仄，平仄仄、仄仄平平平仄。平平平仄，仄平仄、平平平仄。平仄平、平仄平平，仄仄仄平平仄。平平仄仄平平，仄仄仄平平，平仄平仄。平平仄仄，平仄仄、平仄平平平仄。仄平仄仄，仄仄仄、平平平仄。仄仄平、仄仄平平，仄仄仄平平仄。
瑶华 ,张雨,平平平仄，仄仄平平，仄仄平平仄。平平仄仄，仄仄仄、仄仄平平平仄。平平仄仄，仄仄仄、平平平仄。仄平平、平仄平平，仄仄仄平平仄。仄平平仄平平，仄仄仄平平，仄仄平仄。平平仄仄，平仄仄、平仄仄平平仄。仄平仄仄，仄仄仄、平平平仄。仄仄仄、平仄平平，仄仄仄平平仄。
湘春夜月 ,黄孝迈,仄平平，仄平平仄平平。仄仄仄仄平平，平仄仄平平。仄仄仄平平仄，仄仄平平仄，仄仄平平。仄仄平仄仄，平平仄仄，平仄平平。平平仄仄，平平仄仄，平仄平平。仄仄平平，平仄仄、仄平平仄，平仄平平。平平仄仄，仄仄平、平仄平平。仄仄仄，仄平平仄仄、平平仄仄，平仄平平。
曲游春 ,周密,仄仄平平仄，仄仄平平仄，平仄平仄。仄仄平平，仄平平平仄，仄平平仄。仄仄平平仄。仄仄仄、仄平平仄。仄仄平、仄仄平平，平仄仄平平仄。仄仄。平平平仄。仄平仄平平，平仄平仄。平仄平平，仄平平仄仄，仄平平仄。平仄平平仄。仄仄仄、平平平仄。仄仄平、仄仄平平，仄平仄仄。
曲游春 ,施岳,仄仄平平仄，仄仄平平仄，平仄平仄。仄仄平平，仄仄平仄仄，仄平平仄。仄仄平平仄。仄仄仄、仄平平仄。仄仄平、仄仄平平，平仄仄平平仄。仄仄。平平仄仄。仄平仄平平，平仄平仄。平仄平平，仄平平仄仄，仄平平仄。仄仄平平仄。仄仄仄、仄平平仄。仄仄平、仄仄平平，仄平仄仄。
曲游春 ,赵文,平仄平平仄，仄平平平仄，平仄平仄。仄仄平平，仄平平仄仄，平平平仄。仄仄平平仄。平仄仄、仄平平仄。仄平仄仄平平，平平仄仄平仄。仄仄平平平仄。仄仄仄平平，平仄平仄。仄仄平平，平平平仄仄，平平平仄。仄仄平平仄。仄仄仄、平平仄仄。平仄平仄平平，平平仄仄。
竹马儿 ,柳永,平平仄平平，平平仄仄，仄平平仄。仄平仄仄仄，平平仄仄，平平平仄。仄仄仄仄平平，平平仄仄，仄平平仄。仄仄仄平平，仄平平，平仄平平平仄。仄仄平平仄，平平仄仄，仄平平仄。平平仄仄平仄。平仄平平平仄。仄仄仄仄平平，仄平平仄，平仄平平仄。平平仄仄，仄仄平平仄。
竹马儿 ,叶梦得,仄平仄、平平平平仄仄，仄平平仄。仄平平仄仄，平仄平仄，平平平仄。仄仄平仄平平，平平仄仄，仄平平仄。平仄仄平平，仄平平平仄，平平平仄。仄仄平平仄，平平仄仄，仄平平仄。平平仄平平仄。仄仄平平平仄。仄仄仄仄平平，仄平平仄，平仄平平仄。平平仄仄，仄平平平仄。
长相思慢 ,柳永,仄仄平平，平平仄仄，仄仄平仄平平。平平仄仄仄仄，平平平仄，仄仄平平。仄仄平平。仄平平仄仄，仄仄平平。仄仄平平。仄平平、仄仄平平。仄平仄平平，仄仄平平仄仄，仄仄平平。平平仄仄，仄仄平平，仄仄平平。平平仄仄，仄平平、平仄平平。仄平平、平仄平仄，平平仄仄平平。
长相思慢 ,周邦彦,仄仄平平，平平平仄，平仄平仄平平。平平仄仄，仄仄平平，平仄仄仄平平。仄仄平平。仄平平平仄，仄仄平平。仄仄平平。仄平平、仄仄平平。仄平仄平平，仄仄平平仄仄，仄仄平平。平平仄仄，平仄平平，仄仄平平。平平仄仄，仄平平、平仄平平。仄平平仄仄，平仄平平，平仄平平。
长相思慢 ,秦观,仄仄平平，仄平仄仄，平平仄仄平平。平平仄仄，仄仄平平，平平平仄平平。仄仄平平。仄平平仄仄，平仄平平。仄仄仄平平。仄平平、平仄平平。仄平仄平平，仄平平仄，平仄仄仄平平。平平平仄仄，仄平平、平仄平平。仄仄平平。平仄仄、平平仄平。仄平平、平平仄仄，仄平平仄平平。
长相思慢 ,袁去华,仄仄平平，仄平仄仄，仄仄平仄平平。平平仄仄，仄仄平平，平平平仄平平。仄仄平平。仄平平仄仄，仄仄平平。平仄仄平平。仄平平、仄仄平平。仄仄仄、平平仄仄，平平仄仄，平仄平平。平平平平仄，仄平平、平仄平平。平仄平平，平仄仄、平平仄平。仄平平、平平仄仄，平平平仄平平。
雨霖铃 ,柳永,平平平仄。仄平平仄，仄仄平仄。平平仄仄平仄，平平仄仄，平平平仄。仄仄平平仄仄，仄平仄平仄。仄仄仄、平仄平平，仄仄平平仄平仄。平平仄仄平平仄。仄平平、仄仄平平仄。平平仄仄平仄，平仄仄、仄平平仄。仄仄平平，平仄平平，仄仄平仄。仄仄仄、平仄平平，仄仄平平仄。
雨霖铃 ,王庭珪,平平仄仄。仄平平、仄仄平平仄。平平仄平仄仄，平平仄仄，平平平仄。仄仄平平平仄，仄平平平仄。仄仄平、平仄平平，仄仄平平仄平仄。仄平仄仄平平仄。仄平平、仄仄平平仄。平平仄平仄仄，仄仄仄、仄平平仄。仄仄平平，平仄平平，仄平平仄。仄仄仄、平仄平平，仄仄平平仄。
雨霖铃 ,黄裳,平平平仄。仄平平、仄仄平平仄。平平仄仄平仄，平平仄仄，平平平仄。仄仄平平，仄仄仄、平仄平仄。仄仄仄、平仄平平，仄仄平、平仄平仄。平平仄仄平平仄。仄平平、仄仄平平仄。仄平仄仄平仄，平仄仄、仄平平仄。仄仄平平，平仄平平，仄仄平仄。仄仄仄、仄仄平平，仄仄平平仄。
还京乐 ,周邦彦,仄平仄，仄仄平平仄仄平仄仄。仄仄平平仄，仄平仄仄，平平平仄。仄仄平平仄。平平仄仄平平仄。仄仄仄，平仄仄仄，平平平仄。仄平平仄。仄平平平仄，平平仄仄，平平平仄仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、平仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。
还京乐 ,陈允平,仄平仄，仄仄平平、仄仄平仄仄。仄平平仄仄，仄平平仄，平平平仄。仄仄平平仄。仄平仄仄平平仄。仄仄仄，平仄平平，平平平仄。仄平平仄。仄平平，平仄平平仄仄。平平仄平仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、仄仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。
还京乐 ,方千里,仄平仄，仄仄平平仄仄平仄仄。仄仄平平仄，仄平仄仄，平平平仄。仄仄平平仄。平平仄仄平平仄。仄仄仄平仄，仄仄平平平仄。仄平平仄。仄平平、平仄平平，仄仄平平，平仄仄仄。平平仄仄平平，仄平平、仄平平仄。仄平平、平仄仄平平，平平仄仄。仄仄平平仄，平平平仄平仄。
